tweet_id,text,user_id,created_at
1986064483442368768,"matiin aja dah semuanya jink. perputaran di pasar aja udah gak stabil grgr diborong mbg mbg ini, sekarang mau diperluas lagi? gembrot gembrot serakah.",1164539397338873856,2025-11-05 13:34:06+00:00
1977348452288717056,@comstelation Itu susu seliter ama roti tawar harganya bisa lebih dari 1 porsi menu MBG 😅,202089357,2025-10-12 12:19:43+00:00
1876210327303655680,"@mas_veel Dari sekian banyak BUZZER @jokowi @prabowo @gibran_tweet GK ada satu pun yang membahas makan bergizi gratis,🤣🤣🤣malu ya liat bentuk nya? liat nya aj nggak nafsu kan? https://t.co/UoTWmTYnEt",1603647461004042240,2025-01-06 10:12:54+00:00
1984946772746391552,"@AhyaNudin38985 Yang keracunan dan tidak keracunan persentasenya banyak mana ? Di China, di India bisa sukses MBG aja butuh puluhan tahun",1884976589039190016,2025-11-02 11:32:43+00:00
1946548849650360576,@samhugget @KtbRizman @BJakara171CGK @satriyotutuko @grok @andi_achilles @Rahadi0816 @hadilocoboy @IndoPopBase @ListyoSigitP @del_paijo @44Oktiva @rejal_ajib @aurakasih87 @DUALIPA Loh MBG kok kalah y 🙄,1282183125053759488,2025-07-19 12:33:05+00:00
1953818727222284800,@MuriscoOfficial @multibank_io @MavrykNetwork MBG is alpha,1608912362236428288,2025-08-08 14:00:59+00:00
1953268612913086720,"Program MBG memberi dampak langsung yang dirasakan oleh masyarakat kurang mampu. Bukan janji manis, tapi aksi penuh arti. https://t.co/ldUTm2if6q",1618587232599937024,2025-08-07 01:35:01+00:00
1959169136690700544,@duycapil km ngetik gini pasti biar dikasih MBG ya🤭😜,1273780777600204800,2025-08-23 08:21:36+00:00
1921077075739324672,"Komitmen pemerintah untuk gizi anak tak main-main. Perpres/Inpres disiapkan agar MBG benar-benar membawa manfaat besar bagi masa depan Indonesia.
#MBG #MakanBergiziGratis #ManfaatMBG #DukungMBG https://t.co/QQPHBGdYKI",1564445082866323456,2025-05-10 05:37:21+00:00
1975576858235121920,"Usai Santap MBG, 127 Pelajar Purworejo Alami Mual Muntah

#riauonline #riauonlinecoid #Makanbergizigratis #KeracunanMBG https://t.co/pKdITKs1Je",2942641777,2025-10-07 15:00:02+00:00
1906148020074504192,"PROGRAM MAKAN BERGIZI GRATIS BENTUK NYATA PEMERINTAH SELAMATKAN GENERASI EMAS KHUSUSNYA DI TANAH PAPUA, JADI MARI TONG DUKUNG SAMA-SAMA, JANGAN MAU TERPROVOKASI #PRABOWO #PAPUA #MBG
#BBWomenInMusic Jokowi https://t.co/nMutNyz5n7",1603727778050113536,2025-03-30 00:54:37+00:00
1992741706920558848,Kehadiran program MBG berdampak positif terhadap pertumbuhan ekonomi daerah #dukungMBG https://t.co/XAUBGlfGBf,1864955089229922304,2025-11-23 23:47:00+00:00
1953793197076877824,"depopulasi versi indonesia

- MBG tanpa makanan yang bergizi 
- izin horeg
- pencabutan beberapa jenis penyakit, tidak lagi dapat dibayar menggunakan bpjs
- susah lapangan kerja
- marak judol
- marak penjualan organ
- pajak naik trs
- fasilitas tidak memadai
- marak pinjol
- dll",1718953577300000768,2025-08-08 12:19:32+00:00
1952330376409706752,"Cerita dari Natuna adalah gambaran nyata bagaimana sebuah kebijakan mampu menyentuh sisi terdalam masyarakat.

MBG bukan sekadar program bantuan makanan, tetapi sebuah langkah nyata dalam membangun kemandirian ekonomi rakyat.

Ia menyatukan negara dan rakyat dalam satu meja https://t.co/a5AW1ZBVzc",18071520,2025-08-04 11:26:48+00:00
1880622608166814208,"@PreciosaKanti Celakanya bangsa ini karena banyak orang tolol yang tidak mau berupaya memahami realitas sosial

Meskipun Bangsa Indonesia paling sibuk beragama, nyatanya kejahatan paling banyak, kejujuran langka, korup

Pelaksanaan MBG melibatkan banyak pihak yang masing² mau ambil untung",1376230200,2025-01-18 14:25:44+00:00
1879110421451526144,@OposisiCerdas lah anggota dpd kok kemplo begitu. Gaji ente dan kawan2 DPD saja untuk nyumbang MBG ... mau gak?,1725390341300420608,2025-01-14 10:16:51+00:00
1905133150864285952,"Program Makan Bergizi Gratis (MBG) selain dapat meningkatkan kualitas gizi penerimanya, juga memiliki dampak positif terhadap perekonomian Indonesia.

#MakanBergiziGratis
#MBGTingkatkanKesejahteraan
#DukungMBG https://t.co/fSSqaAnhnJ",714232837,2025-03-27 05:41:53+00:00
1976742506760212736,"@NayDonuts Bukti bahwa fakta dilalapangan banyak anak2 yg sukacita menerima MBG
#LanjutkanMBG",1725818592946704384,2025-10-10 20:11:54+00:00
1950599526777233664,"ga pernah semuak ini, say thanks say thank ke pororo. 11 12 kek MBG jg gitu, pas keracunan sama gedung &amp; kelas SLBN jd berkurang karena sekolah rakyat say thanks jg ngga tuh🤧 pdhl duit warga juga program itu semua. https://t.co/cHeYm6Xci3",1636691382063726592,2025-07-30 16:49:02+00:00
1937333971496632576,Dukung program mbg https://t.co/333ggmPOdQ,1860230820721745920,2025-06-24 02:16:27+00:00
1997309942257287680,@BosPurwa @prabowo MBG program Nasional bukan untuk program bencana,1552912946569019392,2025-12-06 14:19:33+00:00
1909894389482066432,@joehelmiy @Strategi_Bisnis Kan sudah dimainkan oleh pak presiden Prabowo yaitu dg melaksanakan MBG dan bagikan sembako gratis 😆,164934677,2025-04-09 09:01:21+00:00
1903198731534733568,jenengan bisa nyebutin ga? negara mana yg mau belajar mbg dari negara ini? yaallah pak sedih saya sedih 😭,176728569,2025-03-21 21:35:11+00:00
1915833643400134656,"@nabiylarisfa Dari dulu nyawa manusia cuma dianggap angka. Korban Stadion Kanjuruhan, covid, MBG.

Apa gak mikir bahwa 1 nyawa aja terlalu berharga untuk disakiti. Kehilangan ayah/ibu aja udah sangat sakit logikanya.",1605701171142086656,2025-04-25 18:21:49+00:00
1907727260704010496,kaya gini kok rakyat disuruh percaya MBG mau ditiru negara lain 😅 gue lebih percaya gue abis debat sama ical perkara beli mesin cuci front load yang gampang rusak atau mesin cuci tabung tapi dia gak bisa makenya,1399773784475803648,2025-04-03 09:29:57+00:00
1949680486328185088,"Dari MBG hingga koperasi merah putih, solusi kemiskinan dari pemerintah presiden Prabowo menjadi #PutusRantaiKemiskinan
Pemberdayaan Ekonomi Rakyat https://t.co/ZoF64RkCZt",1700220497227821056,2025-07-28 03:57:05+00:00
1919742216370872832,@heyybublee Lu dah pernah testing mbg blom sya di sekolah lu,1039193255907225600,2025-05-06 13:13:06+00:00
1952164973301604352,LMA Papua Barat Daya Dukung Program MBG https://t.co/ljDEcnJfS5,1489085305651347456,2025-08-04 00:29:33+00:00
1879103711051665920,"Program MBG Blora: 3.000 Siswa Terima Makan Bergizi Gratis Mulai Hari Ini https://t.co/7A3IUsJG8n 

#PakeGojekPalingHemat  Pangku",2519751169,2025-01-14 09:50:11+00:00
1997324753988968704,"@fynnnBIASALAH @coipp So soan mau biayain, siang aja makan MBG🤣🤣🤣",1964582853641121792,2025-12-06 15:18:24+00:00
1956898809675444736,"Program makan bergizi gratis bertujuan agar siswa di Indonesia bisa lepas dari stunting serta mampu menyiapkan Indonesia menuju keemasan.
#PenuhiGiziIndonesia https://t.co/4MpoMMsOTT",1836249740952104960,2025-08-17 02:00:08+00:00
1963894979740250368,@recta02 Yg suka skip makan nanti dikasih mbg loh kak,1884943978086490112,2025-09-05 09:20:25+00:00
1904112465367179520,@OggyZilly43173 @NarasiNewsroom gokiel emang MBG kerenn,1812214781748838400,2025-03-24 10:06:03+00:00
1981649143958552832,"Viral Video Mobil MBG di Trenggalek Terciduk Malah Dipakai Angkut Genting di Sekolah, Bagaimana Nasib Makanan Bergizinya? 
#MBG #mobilMBG #trenggalek 
https://t.co/McaMFPfUrD",891906384794599424,2025-10-24 09:09:07+00:00
1886654321791791104,"@bengkeldodo @mas_veel @MIrvanDarwin1 @Kimberley_PS08 @EdySularno96489 @abang_regar @adri_zizie @DakotaGeorgy @Partono_ADjem @gustavssondhela @tham878 Bukan bersaing dengan program MBG, ini adalah program pencegahan stunting mandiri salah satu yayasan. Menu yang dibagikan nasi, semur ayam, telor orek, perkedel tahu, sayur capcay, buah jeruk, susu kotak dan biskuit marie

Cegah stunting untuk Generasi Anak Indonesia Sehat https://t.co/CdJlEfznU1",363380931,2025-02-04 05:53:37+00:00
1913944123419287808,"Sudah saya Prediksi sejak sebelum di mulai,MBG ini proyek rawan korupsi.Tapi masih saja ngotot diberlakukan meskipun dipraktekkan ya di sekolah mana saja...!
Sebaiknya segera dihentikan ganti dgn program PENDIDIKAN GRATIS",278039207,2025-04-20 13:13:33+00:00
1893502250040848896,"Penjelasan Penyedia MBG di Empat Lawang soal Ulat di Makanan
https://t.co/VAnGHGpjM1",990237626,2025-02-23 03:24:50+00:00
1945471916187488256,"@barengwarga @AdamK_27 Sayangnya lebih murah ayam

Kecuali kalau misalnya MBG pakai belalang goreng, cuma dikasih 1 atau 2 ekor, baru masuk akal dengan budget 10k",63354728,2025-07-16 13:13:44+00:00
1939460236143919360,@verich62 @sant_sugeng @p3h2022 @ARSIPAJA Satu dapur masjid akan lebih mudah ngaturnya dibanding ngatur ribuan dapur seluruh Indonesia.Lanjutkan MBG,1725661893698912256,2025-06-29 23:05:28+00:00
1957021003445350400,"Sejumlah pihak mengkritisi penggunaan anggaran pendidikan untuk program Makan Bergizi Gratis.  #KompasBrief #AdadiKompas

https://t.co/jRtzCHfSrR",771030588,2025-08-17 10:05:41+00:00
1988393688482148608,@GladysFaradisa Keadilan harus dirasakan seluruh rakyat Indonesia baiknya perbaiki jalan yg ancur2an bukan hanya untuk MBG saja dipakai uang pajak rakyat Indonesia.,1846749067864625152,2025-11-11 23:49:32+00:00
1897942245594071552,"@litmercury Bkn cm mbg tp yg paling besar uang efisiensi itu untuk danantara which is lebih jahat lagi krn klo projek danantara rugi gk akan ada yg bisa audit 🙃
Emg hrs ngamuk ini sih lawan rezim",1793512707293093888,2025-03-07 09:27:48+00:00
1951115004746539008,Program Makan Bergizi Gratis adalah investasi terbaik untuk generasi muda. Target 20 juta penerima. #MakanBergiziGratis #MBG https://t.co/TEsIei2zsK,1358776880535461888,2025-08-01 02:57:21+00:00
1971350794848043008,@msaid_didu Mendagri yg paling bertanggung jawab mengapa para Kepala daerah gagal melaksanakan MBG,1541952285080551424,2025-09-25 23:07:10+00:00
1892152321758646528,Program makan bergizi gratis memberikan manfaat untuk memenuhi gizi nasiona https://t.co/MVyVU9EwIs,1565603353467703296,2025-02-19 10:00:42+00:00
1955151875587838208,Kata wamen sih MBG bisa bikin anak2 jago matematik dan bahasa Inggris 😐.,237530329,2025-08-12 06:18:26+00:00
1975591559044411904,"@somexthread pa gub ini harus nyobain mbg
biar ga kaget perut nya",1050969774258192384,2025-10-07 15:58:27+00:00
1886701731981222144,@nenx_kuchienx makan bergizi gratis 🙃,1712492837231824896,2025-02-04 09:02:00+00:00
1936211727378747648,"Kabar Seru! Program Makan Bergizi Gratis terus memberikan semangat dan harapan baru demi masa depan Kita. Dukung terus Program MBG!
#ManfaatMakanBergiziGratis
#MakanBergiziGratis
#ProgramMakanBergiziGratis
#DukungProgramMakanBergiziGratis https://t.co/hTcoXHfVGy",1694521886376632320,2025-06-20 23:57:03+00:00
1953788850498629888,Ak ms ga percaya mbg bneran direalisasi sdgkan keknya dlu si blio ini cmn asbun doang,1120307568570580992,2025-08-08 12:02:16+00:00
1962276719135424768,Luar biasa apresiasinya dari luar negara nih terhadap MBG https://t.co/8UFw7MiTK5,1618041706749857792,2025-08-31 22:10:01+00:00
1999492098849145088,@AstroCyborg Literally MBG : https://t.co/LLkO0yI6zm,1795834721269620736,2025-12-12 14:50:39+00:00
1897661576959939072,Dialog dengan prof ferrry anggota dewan pakar prabowo gibran yg kritik soal danantara dan MBG🙂 https://t.co/E4pAbHLP4E,224431376,2025-03-06 14:52:31+00:00
1939350731590681088,@kasisiur1 wowo anjurkan pemerataan program MBG,1674768159390449664,2025-06-29 15:50:20+00:00
1963575796368642048,"27 Siswa Keracunan Usai Santap MBG, Ombudsman Datangi SMPN 1 Kramatwatu https://t.co/7GeZlS9ubK",1318833612821725184,2025-09-04 12:12:05+00:00
1938432360338592000,Merch MBG,1675860890518978560,2025-06-27 03:01:03+00:00
1975204635326689536,"@mikuroQ BBM BUSUK
MBG BUSUK
LISTRIK BUSUK
AIR BUSUK
BERAS BUSUK

SEBUTIN KEBUTUHAN POKOK YG DIURUSIN SAMA NEGARA INI YANG GAK BUSUK??!!!

NEGARA BUSUK!!!",1018777916698607616,2025-10-06 14:20:57+00:00
1955891040982065664,"Polri senantiasa mendukung program pemerintah yaitu Makan Bergizi Gratis (MBG). Lewat progam ini, diharapkan dapat meningkatkan kesadaran akan pentingnya gizi di kalangan pelajar. https://t.co/MMs6wNvD3n",1603224297551458304,2025-08-14 07:15:37+00:00
1961046853405069312,"yang kenyang dari MBG adl militer dan polisi yg jadi pelaksana anggaran.

sampe sini sih begitu",859296876448718848,2025-08-28 12:42:58+00:00
1932807188176867840,@nurman307 @tekarok007 @JParidjal semoga program ini berjalan dengan lancar. Lanjutkan MBG,1860874114921369600,2025-06-11 14:28:38+00:00
1968312194820714752,"@RagilSemar Sudahlah @prabowo hentikan sajalah MBG itu, sudah terlihat dimana2 menimbulkan masalah, mending uang sekian ratus triliun digunakan untuk mendorong ekonomi rakyat, UMKM, dll yg meningkatkan daya beli masyarakat.",1437109539942191104,2025-09-17 13:52:51+00:00
1883132680159813888,@OggyZilly43173 @kompascom @tribunnews @JKTinfo @detikcom MBG program keren dan bermanfaat,1464358684214145024,2025-01-25 12:39:52+00:00
1879187201013289216,Sekolah di Tigaraksa belum kebagian loh program makan bergizi gratis padahal deket sm jakarta 😂,137958739,2025-01-14 15:21:56+00:00
1975712453825835264,19 gk sih pak? Masih jaman penjajahan ini pak.. masih ada yg mikir MBG itu program realistis.. bukannya naikin kualitas guru dan fasilitas bangunan sekolah yg jelas jelas di depan mata..,1862132554788122624,2025-10-07 23:58:50+00:00
1913531755543621888,"Oooops!! Sampai trauma, bukannya gembira dpt makanan. Malah takut! Kasiannya anaj2 ini, jadi korban mbg yg diolah secara srmbarang hingga keracunan.",3032152165,2025-04-19 09:54:56+00:00
1892506545948439040,"Anda ini kalau bodoh jangan terlalu bodoh coba anda lihat, hastag Indonesia gelap itu gara gara kebijakan efisensi anggaran pemerintah itu terlalu memaksa. Kebijakan ekonomi pemerintah yang bodoh MBG itu wacananya mau dinaikkan jadi 100 triliun per tahun",1214499648364150784,2025-02-20 09:28:16+00:00
1918609923820421120,"""Gue aja ya yang masak, awas tangan lu ngga usah deket-deket""
Padahal kalo dibandingin MBG masakan gue lebih oke.",1795527342858866688,2025-05-03 10:13:46+00:00
1922801553234096384,"MBG &amp; TBC

Alih2 bencana alam, kita malah bikin bencana buatan.",210842691,2025-05-14 23:49:48+00:00
1884455550920069632,"Makan bergizi gratis untuk meningkatkan kualitas hidup generasi bangsa.

#PenuhiGiziIndonesia https://t.co/Nt58b1A3gQ",1869975132716089344,2025-01-29 04:16:29+00:00
1937198523579314432,@susipudjiastuti @prabowo MBG solusinya 🫡🙏,261038222,2025-06-23 17:18:14+00:00
1999874701708136448,@KangManto123 Terimakasih mbg,1294475096,2025-12-13 16:10:59+00:00
1953363733818032384,"Menteri Perdagangan dan Investasi Selandia Baru Todd McClay bertemu Menteri Pertanian Andi Amran Sulaiman, membahas potensi kerja sama kedua negara. Seperti apa? https://t.co/NUCbGeyPuN",135795460,2025-08-07 07:53:00+00:00
1933756882348617728,@ajengcute16__ @Arman_topbgt @prabowo tolong pak sekolah anaknya kasih MBG,1457515602604486656,2025-06-14 05:22:22+00:00
1908667167413051904,"buzzer :

"".. apa yang udh kalian perbuat buat negeri ini..""
""..kebijakan MBG yang pro rakyat aja dihujat..""

betapa tololnya mereka rela jadi BuzzerP yang bayarannya cuma 1000 (atau bahkan kurang) demi belain pemerintah yg bahkan ga berpihak ke mereka",1354963811711778816,2025-04-05 23:44:48+00:00
1912193788363305472,"@Frveminet @tnytyuns waktunya berdoa bersama semoga anak kita menjadi anak yang tidak seperti pemerintah bangsat, berbudi luhur jangan luhut, makan tidak pilih pilihhh tapi kalo mbg gausah dimakan ntar mati keracunan, benul begitu tar @tnytyuns",1434676831651725312,2025-04-15 17:18:20+00:00
1917249458708058624,@GunRomli Negara sibuk ngurusin Makan Bergizi Gratis yg gak cukup uangnya,278039207,2025-04-29 16:07:46+00:00
1883123919164727552,"Kalau kepala BGN bilang serangga dan ulat bisa jadi menu MBG sbg sumber protein didaerah tertentu. Ada baiknya bisa dicoba didaerah Manado, tikus sawah, ular, kelalawar, babi hutan sbg sumber protein. Gizi tinggi itu, cuman apa dapat 10rb/porsi..??
🤭🤭🤭",1766477518784380928,2025-01-25 12:05:03+00:00
2003833659074523648,permpoon ga butuh mbg co 😭😭,1605161250539065344,2025-12-24 14:22:28+00:00
1957287171930382592,"mereka ini beneran ngedata Indonesia ga sih? apa salah ngedata negara? katanya angka kemiskinan rendah, angka pengangguran rendah, mbg bikin cerdas, kek... yang lu data siapa anjir",1895621376943538176,2025-08-18 03:43:21+00:00
1960824803419676928,"@SahabatSaber Yg ada, gemoy lebih senang beretorika. Dgn terus omong besar membanggakan MBG.",1212232556222935040,2025-08-27 22:00:38+00:00
1950086130767950080,@Yang_MuliaPAP min tolong di up ini pembangunan MBG bongkar tembok perumahan tampa ijin https://t.co/KuTf5ufkhC,1234642183002525696,2025-07-29 06:48:59+00:00
1912451927818031616,@NgkongRoses Udah menduga penyelewengan pasti terjadi. Walaupun nanti dibuat kementrian khusus MBG pun pasti akan muncul hal yg sama. Sudah karakter. Agak susah dihilangkan.,76876632,2025-04-16 10:24:05+00:00
1884496404753833984,Program Makan Bergizi Gratis Sehat kan anak bangsa wujudkan Indonesia Emas #MakanBergiziGratis https://t.co/OZS3U0hhD9,1566945307170045952,2025-01-29 06:58:49+00:00
1948708718448967680,Video Benny Harman: Kasus Keracunan Jangan Jadi Asalan MBG Disetop https://t.co/3CucTd2TAl,598959076,2025-07-25 11:35:38+00:00
1920066861741580544,@kompascom Mau barter sma MBG ?,1257683980880474112,2025-05-07 10:43:07+00:00
1877460395230732544,"@Metro_TV Wah, keren banget nih program makan bergizi gratis di sekolah. Semoga bisa jadi inspirasi buat sekolah lain ya!",949802443,2025-01-09 21:00:14+00:00
1879160917054927104,@Mdy_Asmara1701 Saya dari awal  kampanye sudah ga yakin dgn program MBG karena akan terbentur pembiayaan... makanya saya bukan bagian  dari 58%,277037713,2025-01-14 13:37:30+00:00
1894002377436324352,"@Gerindra Katanya untuk MBG, brarti OMON omon dong, ah ya sudah lah,  #AdiliJokowi",1790008367693664256,2025-02-24 12:32:10+00:00
1898946745868206080,Efisiensi gajelas buat program makan gratis tapi nyusahin rakyat,2494734805,2025-03-10 03:59:19+00:00
1999481082606227712,"@gyuiyuan Ibuku suka bawa pulang mbg yg sisa di skolahnya. Sejauh ini enak sihh😭 cuman prnah lelenya keras sprti kepalaku mana kecil juga, bnyak durinyaa😭😭",1739966249164320768,2025-12-12 14:06:53+00:00
1906121035830977024,"@MariaAlkaff_ Kalo belum gajian 3 bulan, berarti belum terima gaji sama sekali sejak program MBG mulai... 😷",80559922,2025-03-29 23:07:23+00:00
1953298552119279872,"@a_forestama @mardigu024 Tidak berhalusinasi atau berbohong, tapi terlalu optimis mengingat sejarah korupsi Indonesia. Belum ada kasus korupsi di MBG (program baru, anggaran Rp71T 2025).

Untuk ilustrasi, 10 kasus korupsi terbesar: 
1. PT Timah (Rp300T, Bangka Belitung)
2. Pertamina (Rp194T, nasional)
3.",1720665183188922368,2025-08-07 03:34:00+00:00
1921528466224165376,"@ahmadhasanalba2 @KangManto123 Dengan berjalannya program mbg ini kelak diharapkan 20 tahun yang akan datang, seluruh kemampuan intelektual para siswa di Indoensia semakin baik. Lanjutkan MBG",758215573721407488,2025-05-11 11:31:01+00:00
1989476749902843904,"@KATADATAcoid MBG mendongkrak sektor peternakan, pangan, dan industri olahan dengan pertumbuhan sektor peternakan mencapai 6,51 persen.

#LanjutkanMBG",1960349446069493760,2025-11-14 23:33:14+00:00
1939544268357734400,"@hansssolo Harap dimaklumin.
Apapun yg terjadi tetap...
Lanjutkan program prioritas MBG https://t.co/usrsCuysHk",1764990607192449024,2025-06-30 04:39:23+00:00
1916885894382182656,"program makan bergizi gratis

#MBG
#MakanBergiziGratis
#IndonesiaEmas2045
#DukungMBG https://t.co/Y567g9fzPl",1572494218731597824,2025-04-28 16:03:05+00:00
1876370751663800320,Yg pasti sih kedepannya bakal banyak meme lucu ttg MBG ini 🫵,945286701915586560,2025-01-06 20:50:23+00:00
1876226526141968640,"SUKABUMI - Kapolres Sukabumi Kota AKBP Rita Suwadi S.H., S.I.K., M.M.,Hadiri Pelepasan BGN Menyuplai Makan Bergizi Gratis Untuk SD dan SMP di Wilayah Kota Sukabumi,Senin (06/01/2025).

#KapolresSukabumiKota #
https://t.co/e57NfSHXkt",940086585940254720,2025-01-06 11:17:17+00:00
1997309175765078272,@BosPurwa @prabowo Apa jangan2 yg biasa demo pada takut juga MBG diberhentikan?,1079979219306696704,2025-12-06 14:16:30+00:00
1963895258959507968,@mylovely_24 @txtdrimedia Ya memang ada saatnya menu kering. Biasanya karna libur sekolah atau ada acara sekolah makanya MBG nya menu kering supaya ga basi.,1016565175,2025-09-05 09:21:31+00:00
1998446593629106688,"@JanissaryD_Last Ini fakta di kapangan, anak saya kelas 2 &amp; 4 Sd. MBG nya hampir gak pernah di makan. Dan teman2 meraka pun jg begitu. Saya tanya setiap hari, kenapa gak di makan 1. Gak enak, 2. Sayurnya serung basi. 3. Takut keracunan. Itu baru 1 contoh, blom yg lainya. Apa gak buang2 duit itu..",112710640,2025-12-09 17:36:11+00:00
1935721519399002624,"@PutraHunian Gizi cukup hari ini, generasi unggul esok hari — itulah semangat MBG #PenuhiGiziIndonesia",1795715799564656640,2025-06-19 15:29:08+00:00
1946234657986768896,"@msaid_didu @tomlembong MBG berarti mslh dong yg jd operator bukan BUMN/BUMD
... BHAHAHA",106881679,2025-07-18 15:44:36+00:00
1886364776886067456,"MBG penting dan jadi program utama Bapak memang, tapi Bapak juga harus adil soal Tukin dosen di @Kemdiktisaintek Pak. Bapak lihat menterinya, wamennya, bahkan sekjennya se-arogan itu dalam menghadapi persoalan ini. Berlakulah adil Pak sesuai sumpah Bapak sbg presiden negara ini",771095922436546560,2025-02-03 10:43:04+00:00
1905273833369882880,"Pejabat gak ngerti eksekusi program lebih sehat &amp; profit bagi kepentingan penghasilan masyarakat merata penunjang pajak negara, jika kepentingan oknum konglomerat &amp; oknum pejabat kaya dimonopoli mereka. Masyarakat dibuat miskin ekonomi pincang agar dibantu dgn MBG demi kekuasaan.",1556273938497703936,2025-03-27 15:00:54+00:00
1885401515801927936,Perubahan besar sektor pangan dimulai dengan Makan Bergizi Gratis #MBGDorongEkonomi,1519493004603838464,2025-01-31 18:55:25+00:00
