user,degree_centrality,betweenness,eigenvector,tweet_volume,token_count,hashtag_count,mention_count,url_count,sentiment_score,unique_topic_count,stance_entropy,anomaly_flag,anomaly_raw,amplification_proxy
1717850357630693376,0.0031067251461988302,0.0023119603364550024,0,19.0,6.315789473684211,0.05263157894736842,1.8421052631578947,0.0,0.02797447066558035,7.0,0.5907239143125651,-1.0,-0.07110587898381548,1.0
murtadhaone1,0.0030153508771929823,0.01091468988060915,0,,,,,,,,,,,
somexthread,0.0030153508771929823,0.002703604877057231,0,,,,,,,,,,,
florieliciouss,0.0030153508771929823,0.0006419706742281657,0,,,,,,,,,,,
ch_chotimah2,0.0029239766081871343,0.003494877959170639,0,,,,,,,,,,,
humorjontampan,0.0029239766081871343,0.0010678096532828973,0,,,,,,,,,,,
regar_op0sisi,0.0028326023391812864,0.014991087220546657,0,,,,,,,,,,,
airindatanglagi,0.0028326023391812864,0.002074140614076993,0,,,,,,,,,,,
1373926533518172160,0.0027412280701754384,0.016096280409227143,0,17.0,10.941176470588236,0.17647058823529413,1.8823529411764706,0.058823529411764705,0.1348943359711591,5.0,0.672294814190248,-1.0,-0.060485161433664336,1.0
geloraco,0.0026498538011695905,0.0038763085397176753,0,,,,,,,,,,,
antoniuscdn,0.0026498538011695905,0.0028350797629558945,0,,,,,,,,,,,
wagimandeep212_,0.0025584795321637425,0.0015032313166254763,0,,,,,,,,,,,
1605533508168224768,0.0024671052631578946,0.004729114257695082,0,17.0,2.588235294117647,0.0,1.7058823529411764,0.0,0.0,5.0,0.997502543483725,-1.0,-0.0727685004637737,1.0
partaisocmed,0.0024671052631578946,0.0015159023250919266,0,,,,,,,,,,,
zak_mbg,0.0024671052631578946,3.655304761034451e-06,0,,,,,,,,,,,
1813049416376516608,0.0023757309941520467,0.002898050431639061,0,15.0,10.0,0.0,2.2,0.0,0.0,5.0,0.5665095036675153,-1.0,-0.050704645286331784,1.0
jateng_twit,0.0023757309941520467,0.0018134173541496381,0,,,,,,,,,,,
fdonghun,0.0023757309941520467,0.0007689064284208382,0,,,,,,,,,,,
1348987504985133056,0.0022843567251461987,0.0039329467094726695,0,9.0,14.88888888888889,0.0,4.111111111111111,0.1111111111111111,0.0424271821975708,5.0,1.224394441077901,-1.0,-0.07153410311258224,1.0
salam4jari,0.0022843567251461987,0.003818731211310522,0,,,,,,,,,,,
corbuzier,0.0022843567251461987,0.002561399271960263,0,,,,,,,,,,,
bebysosweet,0.0021929824561403508,0.001799310147769237,0,,,,,,,,,,,
46523425,0.0021929824561403508,0.0017004749644605544,0,5.0,15.4,1.0,12.4,0.4,-0.28793963193893435,4.0,0.9709505915692787,-1.0,-0.07920915894075453,2.0
divhumas_polri,0.0021929824561403508,0.0007989082163990738,0,,,,,,,,,,,
irawanrommi,0.0021929824561403508,0.00033947438681833294,0,,,,,,,,,,,
bigalphaid,0.002101608187134503,0.001999273792367843,0,,,,,,,,,,,
1726032239748931584,0.002101608187134503,0.001897229236034987,0,8.0,9.75,0.0,2.875,0.0,0.053216058760881424,4.0,-1.4426951595367387e-09,-1.0,-0.004699646137671709,1.0
kumparan,0.002010233918128655,0.013743426956206837,0,,,,,,,,,,,
1560256782429069312,0.002010233918128655,0.002176531098355784,0,18.0,11.0,0.2777777777777778,1.2222222222222223,0.2777777777777778,0.06685039897759755,8.0,1.3472230356045751,-1.0,-0.10967515694087049,1.0
idextratime,0.002010233918128655,0.0017903692882103995,0,,,,,,,,,,,
marbot_udien,0.002010233918128655,0.0011935917144456872,0,,,,,,,,,,,
tvonenews,0.002010233918128655,0.0010961821292054857,0,,,,,,,,,,,
jokowi,0.002010233918128655,0.0006616201217407308,0,,,,,,,,,,,
830901227881771008,0.002010233918128655,0.000572393707636825,0,2.0,27.0,0.0,11.5,0.0,0.0,2.0,0.99999999711461,-1.0,-0.04216650230786545,0.0
budibukanintel,0.001918859649122807,0.015212618515673485,0,,,,,,,,,,,
hrdbacot,0.001918859649122807,0.014135739323572538,0,,,,,,,,,,,
1813050581197725696,0.001918859649122807,0.0025359596111768543,0,13.0,10.692307692307692,0.0,2.0,0.0,-0.0486601132612962,9.0,0.7732283441968326,-1.0,-0.08671031448745081,1.0
kpk_ri,0.001918859649122807,0.00114481094643852,0,,,,,,,,,,,
bang_dasco,0.001918859649122807,0.0005387609719971005,0,,,,,,,,,,,
susipudjiastuti,0.001918859649122807,0.00027320809891458344,0,,,,,,,,,,,
kemensetnegri,0.001918859649122807,0.00024794233334638963,0,,,,,,,,,,,
cakkhum,0.001827485380116959,0.0016047781784536003,0,,,,,,,,,,,
1594845221728440320,0.001827485380116959,0.001410965889589575,0,2.0,28.0,0.0,11.5,0.0,-0.5859043151140213,2.0,0.99999999711461,-1.0,-0.043071422049310026,0.0
zanatul_91,0.001827485380116959,0.0013278507568232365,0,,,,,,,,,,,
kenhans03,0.001827485380116959,0.0011972300849496793,0,,,,,,,,,,,
1329955252913668096,0.001827485380116959,0.0010052524680167197,0,2.0,15.5,0.5,10.0,0.0,0.0,2.0,0.99999999711461,-1.0,-0.01350304260370383,0.0
pns_ababil,0.001736111111111111,0.01625130718003492,0,,,,,,,,,,,
1846749067864625152,0.001736111111111111,0.011952201964160683,0,15.0,13.533333333333333,0.0,1.4666666666666666,0.13333333333333333,-0.08992202877998352,9.0,1.0529815708021844,-1.0,-0.08695605511822535,1.0
1832747279658504192,0.001736111111111111,0.002235285129444687,0,7.0,7.714285714285714,0.0,2.7142857142857144,0.0,0.0,4.0,-1.4426951595367387e-09,-1.0,-0.00971670490386356,1.0
1373921084873928704,0.001736111111111111,0.0018768637422389583,0,12.0,11.166666666666666,0.08333333333333333,1.75,0.0,0.034571170806884766,6.0,0.41381684741824376,-1.0,-0.058124593617984055,1.0
363380931,0.001736111111111111,0.0010848689407958495,0,4.0,20.0,0.0,4.75,0.75,0.0,4.0,1.4999999956719148,-1.0,-0.06676031611489341,1.0
heraloebss,0.001736111111111111,0.0009605568768065684,0,,,,,,,,,,,
1741650995313295360,0.001736111111111111,0.0005627606481179539,0,3.0,24.0,0.0,8.0,0.0,-0.30403560400009155,3.0,0.9182958311690995,-1.0,-0.03599190021909615,1.0
1532283738209415168,0.001736111111111111,0.00027150192732206023,0,2.0,11.0,0.0,12.0,0.0,0.0,2.0,0.99999999711461,-1.0,-0.007541589658781711,0.0
tekarok007,0.001644736842105263,0.010508339152319562,0,,,,,,,,,,,
1831597288755752960,0.001644736842105263,0.002709465485360575,0,6.0,18.5,0.0,3.1666666666666665,0.6666666666666666,-0.14329915245374045,2.0,-1.4426951595367387e-09,1.0,0.010299375136507694,1.0
1725612753954672640,0.001644736842105263,0.0019956140497870037,0,12.0,12.25,0.0,2.0,0.0,0.0,8.0,0.8112781215737428,-1.0,-0.07659692507083149,1.0
44520395,0.001644736842105263,0.0013504799107493704,0,3.0,8.333333333333334,0.0,6.0,0.0,0.0,3.0,-1.4426951595367387e-09,1.0,0.014310907930423555,1.0
msaid_didu,0.001644736842105263,0.0010776174527114626,0,,,,,,,,,,,
dahnilanzar,0.001644736842105263,0.0009106790617473264,0,,,,,,,,,,,
budimandjatmiko,0.001644736842105263,0.0007895458283834415,0,,,,,,,,,,,
denni_sauya,0.001644736842105263,0.00023091708242811238,0,,,,,,,,,,,
seruanhl,0.001644736842105263,0.00017997036400215229,0,,,,,,,,,,,
1813103545505443840,0.0015533625730994151,0.002384381126636991,0,4.0,8.5,0.0,4.25,0.0,0.0,2.0,-1.4426951595367387e-09,1.0,0.05668162193416215,1.0
1648555393671630848,0.0015533625730994151,0.0018146699798794307,0,1.0,17.0,0.0,17.0,0.0,0.0,1.0,-1.4426951595367387e-09,1.0,0.024850275373212827,0.0
2932919034,0.0015533625730994151,0.0012369883724416976,0,7.0,9.857142857142858,0.0,2.4285714285714284,0.0,0.10289745671408516,2.0,1.5566567031347378,-1.0,-0.017331655477469954,1.0
randomable_,0.0015533625730994151,0.0011139405069188321,0,,,,,,,,,,,
1813050382756802560,0.0015533625730994151,0.0009732100188534455,0,9.0,10.666666666666666,0.0,2.111111111111111,0.0,0.0,6.0,-1.4426951595367387e-09,-1.0,-0.03275005142260301,1.0
1844060960446873600,0.0014619883040935672,0.002936923020857058,0,3.0,15.333333333333334,0.0,5.333333333333333,0.0,0.0,2.0,0.9182958311690995,1.0,0.026035510427531272,1.0
480199677,0.0014619883040935672,0.0016889048582954742,0,10.0,2.6,0.0,1.6,0.0,0.0,4.0,0.8812908963453026,-1.0,-0.04923059421861231,1.0
1705475303571861504,0.0014619883040935672,0.0014211906537244517,0,16.0,12.3125,0.0,1.4375,0.0,-0.03568203188478947,5.0,0.6962122572397558,-1.0,-0.04692007158886535,1.0
narasinewsroom,0.0014619883040935672,0.0013375179569535599,0,,,,,,,,,,,
tom5helby,0.0014619883040935672,0.0011953073158079402,0,,,,,,,,,,,
1960349446069493760,0.0014619883040935672,0.000978419049776019,0,3.0,12.666666666666666,1.0,5.333333333333333,0.0,0.19643376270929971,3.0,-1.4426951595367387e-09,-1.0,-0.01425841094769087,2.0
mardigu024,0.0014619883040935672,0.0009358912594330196,0,,,,,,,,,,,
indonesiajadi,0.0014619883040935672,0.0008012950222581952,0,,,,,,,,,,,
oposisicerdas,0.0014619883040935672,0.00079944930031658,0,,,,,,,,,,,
mulanbilqis,0.0014619883040935672,0.0007789642972510103,0,,,,,,,,,,,
metro_tv,0.0014619883040935672,0.0007109689014167611,0,,,,,,,,,,,
bengkeldodo,0.0014619883040935672,0.0006556741744504199,0,,,,,,,,,,,
1519307015721349120,0.0014619883040935672,0.00044025227747914673,0,3.0,6.333333333333333,0.0,5.333333333333333,0.0,0.0,3.0,-1.4426951595367387e-09,1.0,0.018579635468027544,1.0
gtobing2903,0.0014619883040935672,0.00033562124290556353,0,,,,,,,,,,,
tonybulumanu,0.0014619883040935672,2.293019911445834e-05,0,,,,,,,,,,,
merapi_uncover,0.0013706140350877192,0.013462335247012375,0,,,,,,,,,,,
aniesbaswedan,0.0013706140350877192,0.002944299876348062,0,,,,,,,,,,,
03__nakula,0.0013706140350877192,0.0012937276661707721,0,,,,,,,,,,,
1604692705472233472,0.0013706140350877192,0.0008510121991829303,0,4.0,4.25,0.0,4.25,0.25,-0.1884501576423645,3.0,-1.4426951595367387e-09,1.0,0.003198329360965979,1.0
tribunnews,0.0013706140350877192,0.0006023154443269877,0,,,,,,,,,,,
mariaalkaff_,0.0013706140350877192,0.0005636523966073637,0,,,,,,,,,,,
gojekmilitan,0.0013706140350877192,0.00038953617838694465,0,,,,,,,,,,,
mas_veel,0.0013706140350877192,0.0003353516583992866,0,,,,,,,,,,,
1607363521423249408,0.0013706140350877192,0.0002200498133608596,0,3.0,22.333333333333332,0.0,5.333333333333333,0.0,0.0,2.0,0.9182958311690995,1.0,0.00531151686890885,1.0
1603571644030939136,0.0013706140350877192,0.00021393799491346553,0,2.0,12.0,0.5,9.0,0.0,-0.30121102929115295,2.0,-1.4426951595367387e-09,1.0,0.02671795404799615,0.0
1282183125053759488,0.0013706140350877192,0.00017744593222894273,0,2.0,15.0,0.0,7.5,0.0,-0.38031768798828125,2.0,0.99999999711461,1.0,0.013929524239599589,0.0
starryglowup,0.0013706140350877192,5.928972245404155e-05,0,,,,,,,,,,,
bitcarli77,0.0013706140350877192,5.556654885928336e-05,0,,,,,,,,,,,
1777597409809649664,0.0012792397660818713,0.0015235707850235543,0,2.0,8.0,0.0,7.0,0.0,0.0,2.0,0.99999999711461,1.0,0.025860600434112424,0.0
257090687,0.0012792397660818713,0.0015230499171079068,0,3.0,9.666666666666666,1.0,4.666666666666667,0.6666666666666666,0.0,3.0,0.9182958311690995,-1.0,-0.014198787678834979,2.0
tilehopper,0.0012792397660818713,0.0011925957629495864,0,,,,,,,,,,,
billray2019,0.0012792397660818713,0.0010549728789312279,0,,,,,,,,,,,
3282786667,0.0012792397660818713,0.000980120556175876,0,1.0,11.0,0.0,14.0,0.0,0.0,1.0,-1.4426951595367387e-09,1.0,0.03666410526673147,0.0
549841921,0.0012792397660818713,0.0009164967428683949,0,2.0,22.5,0.5,7.0,0.5,0.0,2.0,0.99999999711461,-1.0,-0.03950971831939565,0.0
txtdrkuliner,0.0012792397660818713,0.0007347252413963829,0,,,,,,,,,,,
1035535952788115456,0.0012792397660818713,0.0007061980804308094,0,2.0,6.5,0.0,7.0,0.0,-0.20824986696243286,2.0,-1.4426951595367387e-09,1.0,0.06204506616930194,0.0
1558805753808375808,0.0012792397660818713,0.0005287169999112299,0,2.0,24.5,0.0,7.0,0.0,0.0,2.0,-1.4426951595367387e-09,1.0,0.005483317497151807,0.0
1467042233845043200,0.0012792397660818713,0.00039235433882655224,0,1.0,7.0,0.0,14.0,0.0,-0.8814262747764587,1.0,-1.4426951595367387e-09,1.0,0.04715549386106832,0.0
1292360032202272768,0.0012792397660818713,0.0003784550937420177,0,1.0,9.0,1.0,14.0,1.0,0.0,1.0,-1.4426951595367387e-09,1.0,0.001199744358445276,1.0
1420319471630110720,0.0012792397660818713,0.0003012821590991985,0,2.0,14.5,0.0,7.0,0.0,0.0,2.0,-1.4426951595367387e-09,1.0,0.053031389435339804,0.0
dedynurpalakka,0.0012792397660818713,0.0002562612147763456,0,,,,,,,,,,,
1217544415,0.0012792397660818713,0.00023165381801876128,0,1.0,19.0,0.0,14.0,0.0,0.0,1.0,-1.4426951595367387e-09,1.0,0.019292155890500817,0.0
1279643101917634560,0.0012792397660818713,0.000184137436461472,0,2.0,5.0,0.0,7.5,0.0,0.0,2.0,-1.4426951595367387e-09,1.0,0.05502164871717985,0.0
doktertifa,0.0012792397660818713,0.00013555799278782224,0,,,,,,,,,,,
darekarendy,0.0012792397660818713,3.250029046583601e-05,0,,,,,,,,,,,
mohmahfudmd,0.0011878654970760233,0.013597642124539185,0,,,,,,,,,,,
1613106626034282496,0.0011878654970760233,0.006590835864518118,0,5.0,9.8,0.0,2.8,0.0,0.0,4.0,0.7219280920019722,-1.0,-0.008334407227095442,1.0
1552912946569019392,0.0011878654970760233,0.002526083962006146,0,3.0,4.666666666666667,0.0,4.333333333333333,0.0,0.0,3.0,0.9182958311690995,1.0,0.01481489962684357,1.0
1623094876849192960,0.0011878654970760233,0.0023851262291396595,0,2.0,19.5,0.0,6.5,0.0,0.0,2.0,-1.4426951595367387e-09,1.0,0.04580493787734352,0.0
ainunnajib,0.0011878654970760233,0.0014706021981793803,0,,,,,,,,,,,
1220331957780795392,0.0011878654970760233,0.001403628181458539,0,1.0,23.0,0.0,13.0,0.0,0.5592947006225586,1.0,-1.4426951595367387e-09,1.0,0.008986833942401184,0.0
1093006753204039680,0.0011878654970760233,0.0011980860364895968,0,2.0,10.5,0.0,6.5,0.0,0.0,2.0,0.99999999711461,1.0,0.03576625712573678,0.0
m45broo_,0.0011878654970760233,0.0008727458475758288,0,,,,,,,,,,,
1519567770098475008,0.0011878654970760233,0.0007737530375968432,0,3.0,12.666666666666666,0.0,4.333333333333333,0.0,-0.22302434841791788,3.0,0.9182958311690995,1.0,0.01281004891239823,1.0
e100ss,0.0011878654970760233,0.0007672388270299628,0,,,,,,,,,,,
1373918130284556288,0.0011878654970760233,0.0006960950993937301,0,8.0,8.75,0.5,1.625,0.0,0.0,5.0,0.5435644403142064,-1.0,-0.042394868834818356,1.0
1952505403264446464,0.0011878654970760233,0.0006886700679541251,0,1.0,6.0,0.0,13.0,0.0,0.0,1.0,-1.4426951595367387e-09,1.0,0.054488585605877105,0.0
narkosun,0.0011878654970760233,0.0006399286148893098,0,,,,,,,,,,,
yaniarsim,0.0011878654970760233,0.0006119803787338523,0,,,,,,,,,,,
hnirankara,0.0011878654970760233,0.0005910037149811373,0,,,,,,,,,,,
piyusaja2,0.0011878654970760233,0.0005528474539191587,0,,,,,,,,,,,
1587265721146707968,0.0011878654970760233,0.0004108088879451682,0,3.0,8.333333333333334,0.0,4.333333333333333,0.3333333333333333,0.0,3.0,0.9182958311690995,1.0,0.009115500836082258,1.0
listyosigitp,0.0011878654970760233,0.0003593962328037052,0,,,,,,,,,,,
1752586359209144320,0.0011878654970760233,0.0003186840933635244,0,2.0,18.5,0.0,6.5,0.0,0.0,2.0,-1.4426951595367387e-09,1.0,0.04615905407734611,0.0
1189039138835554304,0.0011878654970760233,0.00027000600539672933,0,5.0,14.2,0.0,3.0,0.4,0.0,4.0,1.5219280905592771,-1.0,-0.05991574736716643,1.0
1211592037629194240,0.0011878654970760233,0.00025271019914497743,0,1.0,14.0,0.0,13.0,0.0,0.0,1.0,-1.4426951595367387e-09,1.0,0.044124120871214645,0.0
oggyzilly43173,0.0011878654970760233,0.00021304511786021457,0,,,,,,,,,,,
1606530198132125696,0.0011878654970760233,0.00021142981484611193,0,1.0,2.0,0.0,13.0,0.0,0.0,1.0,-1.4426951595367387e-09,1.0,0.04357460163548876,0.0
1301242545888849920,0.0011878654970760233,0.00020852202391276008,0,2.0,5.5,0.0,6.5,0.0,0.24440829455852509,2.0,-1.4426951595367387e-09,1.0,0.0669808307622628,0.0
1792479749853659136,0.0011878654970760233,0.00015318678442853835,0,3.0,17.0,1.0,4.333333333333333,0.3333333333333333,-0.2197213371594747,3.0,-1.4426951595367387e-09,-1.0,-0.022201100994964085,2.0
960248512108576768,0.0011878654970760233,0.00013125390175517158,0,3.0,11.333333333333334,0.0,4.666666666666667,0.6666666666666666,-0.13422823945681253,1.0,-1.4426951595367387e-09,1.0,0.04855254617226923,1.0
dcristnugroho,0.0011878654970760233,4.484894737427277e-05,0,,,,,,,,,,,
zakiiyah_an,0.0011878654970760233,0.0,0,,,,,,,,,,,
1670596999060795392,0.0010964912280701754,0.0018690336532776993,0,1.0,9.0,0.0,12.0,0.0,0.0,1.0,-1.4426951595367387e-09,1.0,0.05529207789737978,0.0
strategi_bisnis,0.0010964912280701754,0.0012502560844756467,0,,,,,,,,,,,
notaslimboy,0.0010964912280701754,0.001106780700488231,0,,,,,,,,,,,
v3g3l,0.0010964912280701754,0.000764038431974958,0,,,,,,,,,,,
1525002519231238144,0.0010964912280701754,0.0003664503970916862,0,2.0,7.5,0.0,6.0,0.0,0.0,2.0,-1.4426951595367387e-09,1.0,0.07594278256486386,0.0
142209668,0.0010964912280701754,0.00025889489624095403,0,1.0,7.0,0.0,12.0,0.0,0.0,1.0,-1.4426951595367387e-09,1.0,0.060131753517284614,0.0
1353738857502580736,0.0010964912280701754,0.00018105126312794226,0,1.0,14.0,0.0,12.0,0.0,0.0,1.0,-1.4426951595367387e-09,1.0,0.04569707446078042,0.0
483473604,0.0010964912280701754,0.0001588463982091852,0,1.0,8.0,0.0,12.0,0.0,0.0,1.0,-1.4426951595367387e-09,1.0,0.0549057325441753,0.0
119035695,0.0010964912280701754,0.0001530660065635175,0,1.0,10.0,0.0,12.0,0.0,0.0,1.0,-1.4426951595367387e-09,1.0,0.05455876348975264,0.0
48289797,0.0010964912280701754,0.00013136251263286256,0,1.0,11.0,0.0,12.0,0.0,0.0,1.0,-1.4426951595367387e-09,1.0,0.04646860872630487,0.0
1433631697422073856,0.0010964912280701754,0.000130102721732243,0,2.0,8.0,0.0,6.0,0.0,0.0,1.0,-1.4426951595367387e-09,1.0,0.09021499686673906,0.0
1629022323704487936,0.0010964912280701754,0.00012336226032258173,0,1.0,6.0,0.0,12.0,0.0,0.0,1.0,-1.4426951595367387e-09,1.0,0.059384207781891685,0.0
1856515216445673472,0.0010964912280701754,0.00010447832394968989,0,1.0,12.0,0.0,12.0,0.0,0.0,1.0,-1.4426951595367387e-09,1.0,0.047720624833989644,0.0
97669183,0.0010964912280701754,0.00010340972105401467,0,1.0,15.0,0.0,12.0,0.0,0.0,1.0,-1.4426951595367387e-09,1.0,0.04338966726060134,0.0
1481336280676179968,0.0010964912280701754,9.868775572926541e-05,0,1.0,11.0,0.0,12.0,0.0,0.0,1.0,-1.4426951595367387e-09,1.0,0.04646860872630487,0.0
1735265361963134976,0.0010964912280701754,8.599483814282151e-05,0,1.0,3.0,0.0,12.0,0.0,0.0,1.0,-1.4426951595367387e-09,1.0,0.05059593443930732,0.0
1603879174972002304,0.0010964912280701754,7.845540272869902e-05,0,1.0,19.0,0.0,12.0,1.0,0.0,1.0,-1.4426951595367387e-09,1.0,0.001729045969485754,0.0
616387872,0.0010964912280701754,7.445578013945676e-05,0,1.0,1.0,0.0,12.0,0.0,0.0,1.0,-1.4426951595367387e-09,1.0,0.04047116593945066,0.0
shenasheira,0.0010964912280701754,0.0,0,,,,,,,,,,,
cursedkidd,0.0010964912280701754,0.0,0,,,,,,,,,,,
4184979312,0.0010051169590643274,0.014416243310231737,0,4.0,2.75,0.0,2.75,0.0,0.0021641626954078674,4.0,0.99999999711461,-1.0,-0.033781830444330474,1.0
174193809,0.0010051169590643274,0.0014892871312310878,0,5.0,11.2,0.2,2.4,0.6,0.0,4.0,0.7219280920019722,-1.0,-0.025980833177537632,1.0
democrazymedia,0.0010051169590643274,0.0012992917904399708,0,,,,,,,,,,,
1749973810726772736,0.0010051169590643274,0.0012344567803759946,0,8.0,8.0,0.0,4.0,0.25,0.0,4.0,0.99999999711461,-1.0,-0.043668171392762245,1.0
1640874203997147136,0.0010051169590643274,0.0010273049421557576,0,1.0,18.0,0.0,11.0,0.0,-0.8802136778831482,1.0,-1.4426951595367387e-09,1.0,0.049622837263789465,0.0
islah_bahrawi,0.0010051169590643274,0.0009329681814435681,0,,,,,,,,,,,
irasjafii,0.0010051169590643274,0.0008224007390806999,0,,,,,,,,,,,
kemgelapan,0.0010051169590643274,0.0008065187695065606,0,,,,,,,,,,,
299732033,0.0010051169590643274,0.0007488576782881843,0,6.0,5.166666666666667,0.0,2.0,0.0,-0.08724367618560791,2.0,-1.4426951595367387e-09,1.0,0.06569490053804472,1.0
1879436919735758848,0.0010051169590643274,0.0007203155472202095,0,1.0,7.0,0.0,11.0,0.0,0.0,1.0,-1.4426951595367387e-09,1.0,0.07451993765571996,0.0
mikuroq,0.0010051169590643274,0.0006911246595734738,0,,,,,,,,,,,
cobeh2022,0.0010051169590643274,0.0006605590663272558,0,,,,,,,,,,,
1362017926304309248,0.0010051169590643274,0.0006493045962004978,0,2.0,4.0,0.0,5.5,0.0,0.0,2.0,-1.4426951595367387e-09,1.0,0.07031574941746266,0.0
prastow,0.0010051169590643274,0.0006014581995602582,0,,,,,,,,,,,
